"id","university_name","program_code","program_name","subject_combination","admission_method","admission_score","note"
10670,Đại học Ngoại thương (Cơ sở phía Nam),KTKS1.1,Chương trinh tiêu chuẩn Kế toán - Kiểm toán,"",Điểm ĐGNL HN năm 2024,27.4,""
10671,Đại học Ngoại thương (Cơ sở phía Nam),QTKS1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,"",Điểm ĐGNL HN năm 2024,27.2,""
10672,Đại học Ngoại thương (Cơ sở phía Nam),TCHS1.1,Chương trình tiêu chuẩn Tài chính quốc tế,"",Điểm ĐGNL HN năm 2024,27.7,""
10673,Đại học Ngoại thương (Cơ sở phía Nam),KTES1.1,Chương trình tiên chuẩn Kinh tế đối ngoại,"",Điểm ĐGNL HCM năm 2024,27.5,""
10674,Đại học Ngoại thương (Cơ sở phía Nam),KTKS1.1,Chương trinh tiêu chuẩn Kế toán - Kiểm toán,"",Điểm ĐGNL HCM năm 2024,27.4,""
10675,Đại học Ngoại thương (Cơ sở phía Nam),QTKS1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,"",Điểm ĐGNL HCM năm 2024,27.2,""
10676,Đại học Ngoại thương (Cơ sở phía Nam),TCHS1.1,Chương trình tiêu chuẩn Tài chính quốc tế,"",Điểm ĐGNL HCM năm 2024,27.7,""
10677,Đại học Ngoại thương (Cơ sở phía Nam),KDQS2.1,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.3,CCQT và điểm thi tốt nghiệp
10678,Đại học Ngoại thương (Cơ sở phía Nam),KDQS2.1,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,29.5,"CCQT và SAT, SCT"
10679,Đại học Ngoại thương (Cơ sở phía Nam),KDQS2.1,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,28.3,CCQT và hệ chuyên
10680,Đại học Ngoại thương (Cơ sở phía Nam),KDQS2.1,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,28.5,CCQT và Hệ không chuyên
10681,Đại học Ngoại thương (Cơ sở phía Nam),KTES2.1,Chương trình CLC Kinh tế đối ngoại,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.5,CCQT và điểm thi tốt nghiệp
10682,Đại học Ngoại thương (Cơ sở phía Nam),KTES2.1,Chương trình CLC Kinh tế đối ngoại,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.0,CCQT và hệ chuyên
10683,Đại học Ngoại thương (Cơ sở phía Nam),KTES2.1,Chương trình CLC Kinh tế đối ngoại,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.5,"CCQT và SAT, SCT"
10684,Đại học Ngoại thương (Cơ sở phía Nam),KTES2.1,Chương trình CLC Kinh tế đối ngoại,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.8,CCQT và Hệ không chuyên
10685,Đại học Ngoại thương (Cơ sở phía Nam),MKTS2.1,Chương trình ĐHNNQT Truyền thông Marketing tích hợp,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,28.4,CCQT và Hệ không chuyên
10686,Đại học Ngoại thương (Cơ sở phía Nam),MKTS2.1,Chương trình ĐHNNQT Truyền thông Marketing tích hợp,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.3,CCQT và điểm thi tốt nghiệp
10687,Đại học Ngoại thương (Cơ sở phía Nam),MKTS2.1,Chương trình ĐHNNQT Truyền thông Marketing tích hợp,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,28.5,"CCQT và SAT, SCT"
10688,Đại học Ngoại thương (Cơ sở phía Nam),MKTS2.1,Chương trình ĐHNNQT Truyền thông Marketing tích hợp,A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.8,CCQT và hệ chuyên
10689,Đại học Ngoại thương (Cơ sở phía Nam),QTKS2.1,Chương trình CLC Quản trị kinh doanh quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,26.8,CCQT và điểm thi tốt nghiệp
10690,Đại học Ngoại thương (Cơ sở phía Nam),QTKS2.1,Chương trình CLC Quản trị kinh doanh quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,26.3,CCQT và hệ chuyên
10691,Đại học Ngoại thương (Cơ sở phía Nam),QTKS2.1,Chương trình CLC Quản trị kinh doanh quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.5,"CCQT và SAT, SCT"
10692,Đại học Ngoại thương (Cơ sở phía Nam),QTKS2.1,Chương trình CLC Quản trị kinh doanh quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.5,CCQT và Hệ không chuyên
10693,Đại học Ngoại thương (Cơ sở phía Nam),TCHS2.1,Chương trình CLC Ngân hàng và Tài chính quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.0,CCQT và điểm thi tốt nghiệp
10694,Đại học Ngoại thương (Cơ sở phía Nam),TCHS2.1,Chương trình CLC Ngân hàng và Tài chính quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.5,"CCQT và SAT, SCT"
10695,Đại học Ngoại thương (Cơ sở phía Nam),TCHS2.1,Chương trình CLC Ngân hàng và Tài chính quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.0,CCQT và hệ chuyên
10696,Đại học Ngoại thương (Cơ sở phía Nam),TCHS2.1,Chương trình CLC Ngân hàng và Tài chính quốc tế,A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,27.5,CCQT và Hệ không chuyên
10697,Đại học Ngoại thương (Cơ sở phía Bắc),NTH01-01,Ngành Luật,A00,Điểm thi THPT năm 2024,27.5,""
10698,Đại học Ngoại thương (Cơ sở phía Bắc),NTH01-01,Ngành Luật,A01; D01; D02; D03; D04; D06; D07,Điểm thi THPT năm 2024,27.0,""
10699,Đại học Ngoại thương (Cơ sở phía Bắc),NTH01-02,Ngành Kinh tế,A00,Điểm thi THPT năm 2024,28.0,""
10700,Đại học Ngoại thương (Cơ sở phía Bắc),NTH01-02,Ngành Kinh tế,A01; D01; D02; D03; D04; D06; D07,Điểm thi THPT năm 2024,27.5,""
10701,Đại học Ngoại thương (Cơ sở phía Bắc),NTH01-02,Ngành Kinh tế quốc tế,A00,Điểm thi THPT năm 2024,28.0,""
10702,Đại học Ngoại thương (Cơ sở phía Bắc),NTH01-02,Ngành Kinh tế quốc tế,A01; D01; D02; D03; D04; D06; D07,Điểm thi THPT năm 2024,27.5,""
10703,Đại học Ngoại thương (Cơ sở phía Bắc),NTH02,"Ngành Quản trị kinh doanh 
Ngành Kinh doanh quốc tế 
Ngành quản trị khách sạn 
Ngành Marketing",A00,Điểm thi THPT năm 2024,28.1,""
10704,Đại học Ngoại thương (Cơ sở phía Bắc),NTH02,"Ngành Quản trị kinh doanh 
Ngành Kinh doanh quốc tế 
Ngành quản trị khách sạn 
Ngành Marketing",A01; D01; D02; D03; D04; D06; D07,Điểm thi THPT năm 2024,27.6,""
10705,Đại học Ngoại thương (Cơ sở phía Bắc),NTH03,"Ngành Kế toán 
Ngành Tài chính - Ngân hàng",A00,Điểm thi THPT năm 2024,27.8,""
10706,Đại học Ngoại thương (Cơ sở phía Bắc),NTH03,"Ngành Kế toán 
Ngành Tài chính - Ngân hàng",A01; D01; D02; D03; D04; D06; D07,Điểm thi THPT năm 2024,27.3,""
10707,Đại học Ngoại thương (Cơ sở phía Bắc),NTH04,Ngành Ngôn ngữ Anh,D01,Điểm thi THPT năm 2024,27.0,""
10708,Đại học Ngoại thương (Cơ sở phía Bắc),NTH05,Ngành Ngôn ngữ Pháp,D01,Điểm thi THPT năm 2024,26.0,""
10709,Đại học Ngoại thương (Cơ sở phía Bắc),NTH05,Ngành Ngôn ngữ Pháp,D03,Điểm thi THPT năm 2024,25.25,""
10710,Đại học Ngoại thương (Cơ sở phía Bắc),NTH06,Ngành Ngôn ngữ Trung,D01,Điểm thi THPT năm 2024,28.5,""
10711,Đại học Ngoại thương (Cơ sở phía Bắc),NTH06,Ngành Ngôn ngữ Trung,D04,Điểm thi THPT năm 2024,27.75,""
10712,Đại học Ngoại thương (Cơ sở phía Bắc),NTH07,Ngành Ngôn ngữ Nhật,D01,Điểm thi THPT năm 2024,26.0,""
10713,Đại học Ngoại thương (Cơ sở phía Bắc),NTH07,Ngành Ngôn ngữ Nhật,D06,Điểm thi THPT năm 2024,25.25,""
10714,Đại học Ngoại thương (Cơ sở phía Bắc),NTH09,Ngành Kinh tế chính trị,A00,Điểm thi THPT năm 2024,27.2,""
10715,Đại học Ngoại thương (Cơ sở phía Bắc),NTH09,Ngành Kinh tế chính trị,A01; D01; D07,Điểm thi THPT năm 2024,26.7,""
10716,Đại học Ngoại thương (Cơ sở phía Bắc),NTH10,Ngành Khoa học máy tính,A00; A01; D07,Điểm thi THPT năm 2024,27.2,""
10717,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,30.3,Giải HSG Tỉnh
10718,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,28.4,Hệ chuyên
10719,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,29.3,Giải HSG Quốc gia
10720,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.2,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,Điểm học bạ năm 2024,28.7,Hệ chuyên
10721,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.2,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,Điểm học bạ năm 2024,29.0,Giải HSG Quốc gia
10722,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.2,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,Điểm học bạ năm 2024,30.4,Giải HSG Tỉnh
10723,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.3,Chương trình ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,A00; A01; D01; D06; D07,Điểm học bạ năm 2024,28.1,Hệ chuyên
10724,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.3,Chương trình ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,A00; A01; D01; D06; D07,Điểm học bạ năm 2024,28.0,Giải HSG Quốc gia
10725,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.3,Chương trình ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,A00; A01; D01; D06; D07,Điểm học bạ năm 2024,29.5,Giải HSG Tỉnh
10726,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.4,Chương trình ĐHNNQT Kinh doanh số,A00; A01; D01; D07,Điểm học bạ năm 2024,30.0,Giải HSG Tỉnh
10727,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.4,Chương trình ĐHNNQT Kinh doanh số,A00; A01; D01; D07,Điểm học bạ năm 2024,28.2,Hệ chuyên
10728,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH2.4,Chương trình ĐHNNQT Kinh doanh số,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,Giải HSG Quốc gia
10729,Đại học Ngoại thương (Cơ sở phía Bắc),KDQQ1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,CS Quảng Ninh
10730,Đại học Ngoại thương (Cơ sở phía Bắc),KDQQ1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,26.5,CS Quảng Ninh
10731,Đại học Ngoại thương (Cơ sở phía Bắc),KDQQ1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,CS Quảng Ninh
10732,Đại học Ngoại thương (Cơ sở phía Bắc),KHMH2.1,Chương trình ĐHNNQT Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,A00; A01; D01; D07,Điểm học bạ năm 2024,28.5,Giải HSG Quốc gia
10733,Đại học Ngoại thương (Cơ sở phía Bắc),KHMH2.1,Chương trình ĐHNNQT Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,A00; A01; D01; D07,Điểm học bạ năm 2024,30.3,Giải HSG Tỉnh
10734,Đại học Ngoại thương (Cơ sở phía Bắc),KHMH2.1,Chương trình ĐHNNQT Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,A00; A01; D01; D07,Điểm học bạ năm 2024,28.7,Hệ chuyên
10735,Đại học Ngoại thương (Cơ sở phía Bắc),KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,29.5,Giải HSG Quốc gia
10736,Đại học Ngoại thương (Cơ sở phía Bắc),KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,28.0,Hệ chuyên
10737,Đại học Ngoại thương (Cơ sở phía Bắc),KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,29.5,Giải HSG Tỉnh
10738,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,A00; A01; D01; D02; D03; D04; D06; D07,Điểm học bạ năm 2024,28.5,Hệ chuyên
10739,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,A00; A01; D01; D02; D03; D04; D06; D07,Điểm học bạ năm 2024,28.9,Giải HSG Quốc gia
10740,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,A00; A01; D01; D02; D03; D04; D06; D07,Điểm học bạ năm 2024,30.3,Giải HSG Tỉnh
10741,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,A00; A01; D01; D02; D03; D04; D06; D07,Điểm học bạ năm 2024,28.5,Hệ chuyên
10742,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,A00; A01; D01; D02; D03; D04; D06; D07,Điểm học bạ năm 2024,28.9,Giải HSG Quốc gia
10743,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,A00; A01; D01; D02; D03; D04; D06; D07,Điểm học bạ năm 2024,30.3,Giải HSG Tỉnh
10744,Đại học Ngoại thương (Cơ sở phía Bắc),KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00; A01; D01; D07,Điểm học bạ năm 2024,28.2,Hệ chuyên
10745,Đại học Ngoại thương (Cơ sở phía Bắc),KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,Giải HSG Quốc gia
10746,Đại học Ngoại thương (Cơ sở phía Bắc),KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00; A01; D01; D07,Điểm học bạ năm 2024,30.0,Giải HSG Tỉnh
10747,Đại học Ngoại thương (Cơ sở phía Bắc),KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,A00; A01; D01; D07,Điểm học bạ năm 2024,27.6,Giải HSG Quốc gia
10748,Đại học Ngoại thương (Cơ sở phía Bắc),KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,A00; A01; D01; D07,Điểm học bạ năm 2024,28.2,Hệ chuyên
10749,Đại học Ngoại thương (Cơ sở phía Bắc),KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,A00; A01; D01; D07,Điểm học bạ năm 2024,30.0,Giải HSG Tỉnh
10750,Đại học Ngoại thương (Cơ sở phía Bắc),KTKQ1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,CS Quảng Ninh
10751,Đại học Ngoại thương (Cơ sở phía Bắc),KTKQ1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00; A01; D01; D07,Điểm học bạ năm 2024,26.5,CS Quảng Ninh
10752,Đại học Ngoại thương (Cơ sở phía Bắc),KTKQ1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,CS Quảng Ninh
10753,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.1,Chương trình tiêu chuẩn Kinh tế quốc tế,A00; A01; D01; D03; D07,Điểm học bạ năm 2024,28.2,Hệ chuyên
10754,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.1,Chương trình tiêu chuẩn Kinh tế quốc tế,A00; A01; D01; D03; D07,Điểm học bạ năm 2024,28.2,Giải HSG Quốc gia
10755,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.1,Chương trình tiêu chuẩn Kinh tế quốc tế,A00; A01; D01; D03; D07,Điểm học bạ năm 2024,30.2,Giải HSG Tỉnh
10756,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.2,Chương trình tiêu chuẩn Kinh tế và Phát triển quốc tế,A00; A01; D01; D03; D07,Điểm học bạ năm 2024,28.2,Hệ chuyên
10757,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.2,Chương trình tiêu chuẩn Kinh tế và Phát triển quốc tế,A00; A01; D01; D03; D07,Điểm học bạ năm 2024,28.2,Giải HSG Quốc gia
10758,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.2,Chương trình tiêu chuẩn Kinh tế và Phát triển quốc tế,A00; A01; D01; D03; D07,Điểm học bạ năm 2024,30.2,Giải HSG Tỉnh
10759,Đại học Ngoại thương (Cơ sở phía Bắc),LAWH1.1,Chương trình tiêu chuẩn Luật thương mại quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,29.0,Giải HSG Tỉnh
10760,Đại học Ngoại thương (Cơ sở phía Bắc),LAWH1.1,Chương trình tiêu chuẩn Luật thương mại quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,28.0,Hệ chuyên
10761,Đại học Ngoại thương (Cơ sở phía Bắc),LAWH1.1,Chương trình tiêu chuẩn Luật thương mại quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,Giải HSG Quốc gia
10762,Đại học Ngoại thương (Cơ sở phía Bắc),LAWH2.1,Chương trình ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,A00; A01; D01; D07,Điểm học bạ năm 2024,29.0,Giải HSG Tỉnh
10763,Đại học Ngoại thương (Cơ sở phía Bắc),LAWH2.1,Chương trình ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,A00; A01; D01; D07,Điểm học bạ năm 2024,28.0,Hệ chuyên
10764,Đại học Ngoại thương (Cơ sở phía Bắc),LAWH2.1,Chương trình ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,A00; A01; D01; D07,Điểm học bạ năm 2024,28.2,Giải HSG Quốc gia
10765,Đại học Ngoại thương (Cơ sở phía Bắc),MKTH2.1,Chương trình ĐHNNQT Marketing số,A00; A01; D01; D07,Điểm học bạ năm 2024,30.0,Giải HSG Quốc gia
10766,Đại học Ngoại thương (Cơ sở phía Bắc),MKTH2.1,Chương trình ĐHNNQT Marketing số,A00; A01; D01; D07,Điểm học bạ năm 2024,28.6,Hệ chuyên
10767,Đại học Ngoại thương (Cơ sở phía Bắc),MKTH2.1,Chương trình ĐHNNQT Marketing số,A00; A01; D01; D07,Điểm học bạ năm 2024,30.3,Giải HSG Tỉnh
10768,Đại học Ngoại thương (Cơ sở phía Bắc),NNAH1.1,Chương trình tiêu chuẩn Tiếng Anh Thương mại,D01,Điểm học bạ năm 2024,29.0,Giải HSG Tỉnh
10769,Đại học Ngoại thương (Cơ sở phía Bắc),NNAH1.1,Chương trình tiêu chuẩn Tiếng Anh Thương mại,D01,Điểm học bạ năm 2024,27.0,Hệ chuyên
10770,Đại học Ngoại thương (Cơ sở phía Bắc),NNNH1.1,Chương trình tiêu chuẩn Tiếng Nhật thương mại,D01; D06,Điểm học bạ năm 2024,26.8,Giải HSG Quốc gia
10771,Đại học Ngoại thương (Cơ sở phía Bắc),NNNH1.1,Chương trình tiêu chuẩn Tiếng Nhật thương mại,D01; D06,Điểm học bạ năm 2024,26.0,Hệ chuyên
10772,Đại học Ngoại thương (Cơ sở phía Bắc),NNNH1.1,Chương trình tiêu chuẩn Tiếng Nhật thương mại,D01; D06,Điểm học bạ năm 2024,28.0,Giải HSG Tỉnh
10773,Đại học Ngoại thương (Cơ sở phía Bắc),NNPH1.1,Chương trình tiêu chuẩn Tiếng Pháp thương mại,D01; D03,Điểm học bạ năm 2024,28.0,Giải HSG Tỉnh
10774,Đại học Ngoại thương (Cơ sở phía Bắc),NNPH1.1,Chương trình tiêu chuẩn Tiếng Pháp thương mại,D01; D03,Điểm học bạ năm 2024,27.5,Giải HSG Quốc gia
10775,Đại học Ngoại thương (Cơ sở phía Bắc),NNPH1.1,Chương trình tiêu chuẩn Tiếng Pháp thương mại,D01; D03,Điểm học bạ năm 2024,26.8,Hệ chuyên
10776,Đại học Ngoại thương (Cơ sở phía Bắc),NNTH1.1,Chương trình tiêu chuẩn Tiếng Trung Thương mại,D01; D04,Điểm học bạ năm 2024,27.5,Giải HSG Quốc gia
10777,Đại học Ngoại thương (Cơ sở phía Bắc),NNTH1.1,Chương trình tiêu chuẩn Tiếng Trung Thương mại,D01; D04,Điểm học bạ năm 2024,27.0,Hệ chuyên
10778,Đại học Ngoại thương (Cơ sở phía Bắc),NNTH1.1,Chương trình tiêu chuẩn Tiếng Trung Thương mại,D01; D04,Điểm học bạ năm 2024,29.0,Giải HSG Tỉnh
10779,Đại học Ngoại thương (Cơ sở phía Bắc),QKSH2.1,Chương trình ĐHNNQT Quản trị khách sạn,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,Giải HSG Quốc gia
10780,Đại học Ngoại thương (Cơ sở phía Bắc),QKSH2.1,Chương trình ĐHNNQT Quản trị khách sạn,A00; A01; D01; D07,Điểm học bạ năm 2024,29.0,Giải HSG Tỉnh
10781,Đại học Ngoại thương (Cơ sở phía Bắc),QKSH2.1,Chương trình ĐHNNQT Quản trị khách sạn,A00; A01; D01; D07,Điểm học bạ năm 2024,28.0,Hệ chuyên
10782,Đại học Ngoại thương (Cơ sở phía Bắc),QTKH1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,A01; D01; D07,Điểm học bạ năm 2024,29.5,Giải HSG Tỉnh
10783,Đại học Ngoại thương (Cơ sở phía Bắc),QTKH1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,A01; D01; D07,Điểm học bạ năm 2024,28.1,Hệ chuyên
10784,Đại học Ngoại thương (Cơ sở phía Bắc),QTKH1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,A01; D01; D07,Điểm học bạ năm 2024,27.1,Giải HSG Quốc gia
10785,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.1,Chương trình tiêu chuẩn Tài chính quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,Giải HSG Quốc gia
10786,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.1,Chương trình tiêu chuẩn Tài chính quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,29.5,Giải HSG Tỉnh
10787,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.1,Chương trình tiêu chuẩn Tài chính quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,28.3,Hệ chuyên
10788,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.2,Chương trình tiêu chuẩn Ngân hàng,A00; A01; D01; D07,Điểm học bạ năm 2024,28.3,Hệ chuyên
10789,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.2,Chương trình tiêu chuẩn Ngân hàng,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,Giải HSG Quốc gia
10790,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.2,Chương trình tiêu chuẩn Ngân hàng,A00; A01; D01; D07,Điểm học bạ năm 2024,29.5,Giải HSG Tỉnh
10791,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.3,Chương trình tiêu chuẩn Phân tích và đầu tư tài chính,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,Giải HSG Quốc gia
10792,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.3,Chương trình tiêu chuẩn Phân tích và đầu tư tài chính,A00; A01; D01; D07,Điểm học bạ năm 2024,28.3,Hệ chuyên
10793,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.3,Chương trình tiêu chuẩn Phân tích và đầu tư tài chính,A00; A01; D01; D07,Điểm học bạ năm 2024,29.5,Giải HSG Tỉnh
10794,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,"",Điểm ĐGNL HN năm 2024,28.0,""
10795,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.1,Chương trình tiên chuẩn Kinh tế đối ngoại,"",Điểm ĐGNL HN năm 2024,27.8,""
10796,Đại học Ngoại thương (Cơ sở phía Bắc),KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,"",Điểm ĐGNL HN năm 2024,27.8,""
10797,Đại học Ngoại thương (Cơ sở phía Bắc),KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,"",Điểm ĐGNL HN năm 2024,27.6,""
10798,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.1,Chương trình tiêu chuẩn Kinh tế quốc tế,"",Điểm ĐGNL HN năm 2024,27.6,""
10799,Đại học Ngoại thương (Cơ sở phía Bắc),KTQH1.2,Chương trình tiêu chuẩn Kinh tế và Phát triển quốc tế,"",Điểm ĐGNL HN năm 2024,27.6,""
10800,Đại học Ngoại thương (Cơ sở phía Bắc),LAWH1.1,Chương trình tiêu chuẩn Luật thương mại quốc tế,"",Điểm ĐGNL HN năm 2024,27.5,""
10801,Đại học Ngoại thương (Cơ sở phía Bắc),QTKH1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,"",Điểm ĐGNL HN năm 2024,27.3,""
10802,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.1,Chương trình tiêu chuẩn Tài chính quốc tế,"",Điểm ĐGNL HN năm 2024,27.5,""
10803,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.2,Chương trình tiêu chuẩn Ngân hàng,"",Điểm ĐGNL HN năm 2024,27.5,""
10804,Đại học Ngoại thương (Cơ sở phía Bắc),TCHH1.3,Chương trình tiêu chuẩn Phân tích và đầu tư tài chính,"",Điểm ĐGNL HN năm 2024,27.5,""
10805,Đại học Ngoại thương (Cơ sở phía Bắc),KDQH1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,"",Điểm ĐGNL HCM năm 2024,28.0,""
